관리번호,년도,지역,차수,분류,재질,상세분류,개수
1928,2019,해남 예락해변,2차,외국기인,필름형,"비닐포장(빙과류, 과자봉지 등)",1
1928,2019,해남 예락해변,2차,플라스틱류,경질형,포장용 밴드(넙적하고 딱딱한 끈),1
1928,2019,해남 예락해변,2차,플라스틱류,경질형,파편,2
1928,2019,해남 예락해변,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",2
1928,2019,해남 예락해변,2차,플라스틱류,발포형,스티로폼 부표,2
1928,2019,해남 예락해변,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",2
1928,2019,해남 예락해변,2차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",2
1928,2019,해남 예락해변,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",5
1929,2019,동해 노봉해변,2차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",1
1929,2019,동해 노봉해변,2차,플라스틱류,섬유형,기타,1
1929,2019,동해 노봉해변,2차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",1
1929,2019,동해 노봉해변,2차,플라스틱류,기타,기타 플라스틱,1
1929,2019,동해 노봉해변,2차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",1
1929,2019,동해 노봉해변,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",2
1929,2019,동해 노봉해변,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",3
1929,2019,동해 노봉해변,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",3
1929,2019,동해 노봉해변,2차,플라스틱류,발포형,파편,3
1929,2019,동해 노봉해변,2차,플라스틱류,필름형,비닐봉지,4
1929,2019,동해 노봉해변,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",5
1929,2019,동해 노봉해변,2차,플라스틱류,발포형,담배꽁초,5
1929,2019,동해 노봉해변,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",5
1930,2019,강릉 송정,2차,플라스틱류,경질형,라이터,1
1930,2019,강릉 송정,2차,플라스틱류,필름형,비닐봉지,1
1930,2019,강릉 송정,2차,플라스틱류,필름형,파편,1
1930,2019,강릉 송정,2차,플라스틱류,섬유형,낚싯줄,1
1930,2019,강릉 송정,2차,플라스틱류,기타,파편,1
1930,2019,강릉 송정,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",2
1930,2019,강릉 송정,2차,플라스틱류,기타,기타 플라스틱,2
1930,2019,강릉 송정,2차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",3
1930,2019,강릉 송정,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",3
1930,2019,강릉 송정,2차,플라스틱류,경질형,파편,4
1930,2019,강릉 송정,2차,플라스틱류,발포형,담배꽁초,4
1930,2019,강릉 송정,2차,플라스틱류,발포형,파편,4
1930,2019,강릉 송정,2차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",6
1931,2019,울주 진하해변,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",1
1931,2019,울주 진하해변,2차,플라스틱류,필름형,파편,1
1931,2019,울주 진하해변,2차,플라스틱류,발포형,스티로폼 부표,1
1931,2019,울주 진하해변,2차,플라스틱류,발포형,스티로폼 포장용 충전재(가전제품 충격 완화용) 등,1
1931,2019,울주 진하해변,2차,플라스틱류,발포형,담배꽁초,1
1931,2019,울주 진하해변,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
1931,2019,울주 진하해변,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",1
1931,2019,울주 진하해변,2차,외국기인,경질형,라이터,1
1931,2019,울주 진하해변,2차,플라스틱류,필름형,비닐봉지,2
1931,2019,울주 진하해변,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",2
1931,2019,울주 진하해변,2차,플라스틱류,기타,기타 플라스틱,2
1931,2019,울주 진하해변,2차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",2
1931,2019,울주 진하해변,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",3
1931,2019,울주 진하해변,2차,플라스틱류,경질형,파편,6
1932,2019,인천 백령도 사곶해안,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",1
1932,2019,인천 백령도 사곶해안,2차,외국기인,경질형,부표(둥근 막대형 파랑),1
1933,2019,영덕 고래불해변,2차,고무,,"타이어, 고무풍선, 고무장갑 등",1
1933,2019,영덕 고래불해변,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
1933,2019,영덕 고래불해변,2차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",1
1933,2019,영덕 고래불해변,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",2
1933,2019,영덕 고래불해변,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",3
1933,2019,영덕 고래불해변,2차,플라스틱류,발포형,파편,5
1933,2019,영덕 고래불해변,2차,플라스틱류,경질형,파편,6
1933,2019,영덕 고래불해변,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",6
1934,2019,마산 봉암갯벌,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
1934,2019,마산 봉암갯벌,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",1
1934,2019,마산 봉암갯벌,2차,플라스틱류,경질형,"음식물포장용기(고추장통, 간장병 등)",1
1934,2019,마산 봉암갯벌,2차,플라스틱류,경질형,"세제용기(주방, 세탁, 목욕 등), 화장품",1
1934,2019,마산 봉암갯벌,2차,플라스틱류,필름형,비닐봉지,2
1934,2019,마산 봉암갯벌,2차,플라스틱류,섬유형,기타,2
1934,2019,마산 봉암갯벌,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",2
1934,2019,마산 봉암갯벌,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",2
1934,2019,마산 봉암갯벌,2차,플라스틱류,경질형,파편,3
1934,2019,마산 봉암갯벌,2차,플라스틱류,섬유형,"파편(노끈, 밧줄, 어망 등으로 구분할 수 없는 경우)",3
1934,2019,마산 봉암갯벌,2차,플라스틱류,경질형,1회용품 접시·숟가락·빨대 등,3
1934,2019,마산 봉암갯벌,2차,플라스틱류,섬유형,"옷, 천, 장갑, 양말, 이불 등(합성섬유만 해당)",4
1934,2019,마산 봉암갯벌,2차,플라스틱류,경질형,"장난감, 인형, 오락용품, 사무용품",4
1934,2019,마산 봉암갯벌,2차,플라스틱류,경질형,라이터,5
1934,2019,마산 봉암갯벌,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",5
1934,2019,마산 봉암갯벌,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",9
1934,2019,마산 봉암갯벌,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",16
1934,2019,마산 봉암갯벌,2차,플라스틱류,필름형,파편,39
1934,2019,마산 봉암갯벌,2차,플라스틱류,발포형,파편,56
1935,2019,인천 영종도 용유해변,2차,플라스틱류,필름형,비닐봉지,1
1935,2019,인천 영종도 용유해변,2차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",1
1935,2019,인천 영종도 용유해변,2차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",1
1935,2019,인천 영종도 용유해변,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",2
1935,2019,인천 영종도 용유해변,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",4
1936,2019,안산 말부흥,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
1936,2019,안산 말부흥,2차,플라스틱류,경질형,파편,1
1936,2019,안산 말부흥,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",1
1936,2019,안산 말부흥,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",1
1936,2019,안산 말부흥,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",9
1937,2019,인천 덕적도 서포리해변,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
1937,2019,인천 덕적도 서포리해변,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",1
1937,2019,인천 덕적도 서포리해변,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",1
1937,2019,인천 덕적도 서포리해변,2차,플라스틱류,섬유형,"끈(노끈, 포장용끈)",1
1937,2019,인천 덕적도 서포리해변,2차,플라스틱류,섬유형,낚싯줄,1
1937,2019,인천 덕적도 서포리해변,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
1937,2019,인천 덕적도 서포리해변,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",1
1937,2019,인천 덕적도 서포리해변,2차,고무,,"타이어, 고무풍선, 고무장갑 등",1
1937,2019,인천 덕적도 서포리해변,2차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",2
1937,2019,인천 덕적도 서포리해변,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",3
1937,2019,인천 덕적도 서포리해변,2차,플라스틱류,경질형,파편,9
1937,2019,인천 덕적도 서포리해변,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",38
1938,2019,태안 안면도 바람아래해변,2차,플라스틱류,경질형,플라스틱 부표,1
1938,2019,태안 안면도 바람아래해변,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",1
1938,2019,태안 안면도 바람아래해변,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",1
1938,2019,태안 안면도 바람아래해변,2차,플라스틱류,기타,파편,1
1938,2019,태안 안면도 바람아래해변,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",2
1938,2019,태안 안면도 바람아래해변,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",2
1938,2019,태안 안면도 바람아래해변,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",2
1938,2019,태안 안면도 바람아래해변,2차,플라스틱류,기타,기타 플라스틱,2
1938,2019,태안 안면도 바람아래해변,2차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",2
1938,2019,태안 안면도 바람아래해변,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",3
1939,2019,태안 백리포,2차,플라스틱류,경질형,파편,1
1939,2019,태안 백리포,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",1
1939,2019,태안 백리포,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",1
1939,2019,태안 백리포,2차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",1
1939,2019,태안 백리포,2차,플라스틱류,필름형,비닐봉지,2
1939,2019,태안 백리포,2차,플라스틱류,경질형,플라스틱 부표,3
1939,2019,태안 백리포,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",3
1939,2019,태안 백리포,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",5
1940,2019,보령 석대도,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",1
1940,2019,보령 석대도,2차,외국기인,경질형,"음료수병, 병뚜껑 등",1
1940,2019,보령 석대도,2차,천연 섬유,,"옷, 모자, 양말, 천, 장갑(면장갑, 목장갑, 코팅목장갑) 등 천연 섬유만 해당",1
1940,2019,보령 석대도,2차,플라스틱류,필름형,파편,2
1940,2019,보령 석대도,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",3
1940,2019,보령 석대도,2차,플라스틱류,발포형,스티로폼 부표,4
1940,2019,보령 석대도,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",10
1941,2019,서천 다사항해변,2차,플라스틱류,경질형,파편,1
1941,2019,서천 다사항해변,2차,플라스틱류,필름형,비닐봉지,1
1941,2019,서천 다사항해변,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",1
1941,2019,서천 다사항해변,2차,플라스틱류,섬유형,어망,1
1941,2019,서천 다사항해변,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",1
1941,2019,서천 다사항해변,2차,플라스틱류,발포형,"스티로폼 식품용기(음식물포장용, 컵라면, 도시락, 과일포장 등)",2
1941,2019,서천 다사항해변,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",2
1941,2019,서천 다사항해변,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",3
1941,2019,서천 다사항해변,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",7
1941,2019,서천 다사항해변,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",25
1942,2019,부안 변산,2차,플라스틱류,경질형,양식용화학약품용기,1
1942,2019,부안 변산,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",1
1942,2019,부안 변산,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",2
1942,2019,부안 변산,2차,외국기인,경질형,"음료수병, 병뚜껑 등",2
1942,2019,부안 변산,2차,플라스틱류,경질형,"음료수병, 각종 뚜껑",3
1942,2019,부안 변산,2차,플라스틱류,경질형,플라스틱 부표,3
1942,2019,부안 변산,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",3
1942,2019,부안 변산,2차,플라스틱류,발포형,스티로폼 부표,5
1943,2019,해남 묵동리,2차,플라스틱류,경질형,플라스틱 부표,1
1943,2019,해남 묵동리,2차,금속,,"캔, 가스캔, 낚시바늘, 낚시추, 스프링 통발, 스프레이캔, 못, 철사, 폭죽 철심 등",1
1943,2019,해남 묵동리,2차,플라스틱류,경질형,"기타 플라스틱 제품, 상자, 바구니, 방수천막 등",2
1943,2019,해남 묵동리,2차,플라스틱류,경질형,파편,2
1943,2019,해남 묵동리,2차,플라스틱류,필름형,비닐봉지,2
1943,2019,해남 묵동리,2차,플라스틱류,섬유형,"밧줄(꼬인 것, 어업용)",4
1944,2019,진도 하조도,2차,유리,,"음료수병, 농약병, 전구, 형광등, 유리조각(2.5㎝ 이상) 등",2
1944,2019,진도 하조도,2차,플라스틱류,기타,기타 플라스틱,3
1945,2019,제주 김녕리해안,2차,플라스틱류,경질형,플라스틱 부표,1
1945,2019,제주 김녕리해안,2차,플라스틱류,경질형,파편,1
1945,2019,제주 김녕리해안,2차,플라스틱류,필름형,비닐봉지,1
1945,2019,제주 김녕리해안,2차,외국기인,경질형,부표(둥근 검정),1
1945,2019,제주 김녕리해안,2차,종이,,"종이컵, 우유팩, 종이쇼핑백, 종이상자, 폭죽 종이포장 등",2
1945,2019,제주 김녕리해안,2차,외국기인,유리,유리,2
1945,2019,제주 김녕리해안,2차,플라스틱류,섬유형,어망,3
1945,2019,제주 김녕리해안,2차,목재,,"나무젓가락, 아이스크림 막대, 나무 팔레트, 건축용 목재, 어업용/양식장용 목재, 꼬지 등",4
1945,2019,제주 김녕리해안,2차,플라스틱류,필름형,"포장지(라면봉지, 과자봉지 등)",5
1945,2019,제주 김녕리해안,2차,기타(+혼합재질),,"가전제품, 차량부품, 도자기, 타일, 건전지, 양초 등",5
